Cluster,Score,Type,Gene,Symbol,Network
1,1.0,Seed,10242,KCNMB2,MyList_SUB2
1,1.0,Clustered,3782,KCNN3,MyList_SUB2
1,1.0,Clustered,27345,KCNMB4,MyList_SUB2
