Gene,_SCORE_GRP2_,_SCORE_GRP3_,_SCORE_GRP1_,_SCORE_GRP11_,_SCORE_GRP20_,_SCORE_GRP5_,_SCORE_GRP19_,_SCORE_GRP7_,_SCORE_GRP10_,_SCORE_GRP6_,_SCORE_GRP12_,_SCORE_GRP17_,_SCORE_GRP9_,_SCORE_GRP16_,_SCORE_GRP14_,_SCORE_GRP4_,_SCORE_GRP13_,_SCORE_GRP18_,_SCORE_GRP8_,_SCORE_GRP15_,GRP1|19_GO:0016071|-7.992|mRNA metabolic process,GRP1|19_GO:0006397|-8.280|mRNA processing,GRP1|19_GO:0008380|-8.582|RNA splicing,"GRP1|19_GO:0000398|-6.081|mRNA splicing, via spliceosome","GRP1|19_GO:0000377|-6.081|RNA splicing, via transesterification reactions with bulged adenosine as nucleophile","GRP1|19_GO:0000375|-5.995|RNA splicing, via transesterification reactions",GRP2|19_GO:0006259|-8.442|DNA metabolic process,GRP2|19_GO:0006974|-8.515|DNA damage response,GRP2|19_GO:0006281|-7.367|DNA repair,GRP3|19_GO:0006325|-6.562|chromatin organization,GRP3|19_GO:0006338|-5.360|chromatin remodeling,GRP4|19_GO:0006260|-2.046|DNA replication,GRP4|19_GO:0006261|-2.420|DNA-templated DNA replication,GRP4|19_GO:0000002|-4.477|mitochondrial genome maintenance,GRP4|19_GO:0032042|-4.035|mitochondrial DNA metabolic process,GRP4|19_GO:0006264|-5.054|mitochondrial DNA replication,GRP4|19_GO:0045005|-2.869|DNA-templated DNA replication maintenance of fidelity,GRP4|19_GO:0031297|-3.134|replication fork processing,GRP4|19_GO:0044786|-2.155|cell cycle DNA replication,GRP4|19_GO:0033260|-2.201|nuclear DNA replication,GRP4|19_GO:0000076|-2.531|DNA replication checkpoint signaling,GRP4|19_GO:0000729|-2.531|DNA double-strand break processing,GRP5|19_GO:0009725|-4.841|response to hormone,GRP5|19_GO:0032870|-4.727|cellular response to hormone stimulus,GRP5|19_GO:0071417|-2.145|cellular response to organonitrogen compound,GRP5|19_GO:1901652|-2.416|response to peptide,GRP5|19_GO:0043434|-2.838|response to peptide hormone,GRP5|19_GO:0071375|-2.449|cellular response to peptide hormone stimulus,GRP5|19_GO:0008286|-2.523|insulin receptor signaling pathway,GRP6|19_GO:0001667|-4.457|ameboidal-type cell migration,GRP6|19_GO:0090130|-2.924|tissue migration,GRP6|19_GO:0010631|-2.429|epithelial cell migration,GRP6|19_GO:0043542|-3.217|endothelial cell migration,GRP6|19_GO:0090132|-2.366|epithelium migration,GRP7|19_GO:0080135|-3.080|regulation of cellular response to stress,GRP7|19_GO:0051052|-3.971|regulation of DNA metabolic process,GRP7|19_GO:0051054|-4.435|positive regulation of DNA metabolic process,GRP7|19_GO:0006282|-2.338|regulation of DNA repair,GRP7|19_GO:0045739|-3.910|positive regulation of DNA repair,GRP7|19_GO:0000018|-3.085|regulation of DNA recombination,GRP7|19_GO:2000781|-2.806|positive regulation of double-strand break repair,GRP7|19_GO:0045911|-3.283|positive regulation of DNA recombination,GRP7|19_GO:1905168|-2.736|positive regulation of double-strand break repair via homologous recombination,GRP8|19_GO:0070741|-3.956|response to interleukin-6,GRP8|19_GO:0071354|-4.236|cellular response to interleukin-6,GRP8|19_GO:0070102|-2.999|interleukin-6-mediated signaling pathway,GRP8|19_GO:0071378|-2.469|cellular response to growth hormone stimulus,GRP8|19_GO:0060396|-2.531|growth hormone receptor signaling pathway,GRP9|19_GO:0032259|-4.030|methylation,GRP9|19_GO:0070828|-2.086|heterochromatin organization,"GRP9|19_GO:0045814|-2.210|negative regulation of gene expression, epigenetic",GRP10|19_GO:0010564|-3.903|regulation of cell cycle process,GRP10|19_GO:1901987|-3.810|regulation of cell cycle phase transition,GRP10|19_GO:0007346|-2.337|regulation of mitotic cell cycle,GRP10|19_GO:1901990|-2.190|regulation of mitotic cell cycle phase transition,GRP10|19_GO:0045786|-2.816|negative regulation of cell cycle,GRP10|19_GO:0010948|-2.911|negative regulation of cell cycle process,GRP10|19_GO:1901988|-3.011|negative regulation of cell cycle phase transition,GRP10|19_GO:0045930|-2.645|negative regulation of mitotic cell cycle,GRP10|19_GO:1901991|-2.286|negative regulation of mitotic cell cycle phase transition,GRP10|19_GO:0000075|-2.595|cell cycle checkpoint signaling,GRP10|19_GO:0031570|-2.748|DNA integrity checkpoint signaling,GRP10|19_GO:0042770|-2.300|signal transduction in response to DNA damage,GRP10|19_GO:0000077|-2.267|DNA damage checkpoint signaling,GRP10|19_GO:0044774|-2.063|mitotic DNA integrity checkpoint signaling,GRP10|19_GO:0044773|-2.149|mitotic DNA damage checkpoint signaling,GRP10|19_GO:1902749|-2.174|regulation of cell cycle G2/M phase transition,GRP10|19_GO:1902750|-2.467|negative regulation of cell cycle G2/M phase transition,GRP10|19_GO:0010972|-2.551|negative regulation of G2/M transition of mitotic cell cycle,GRP10|19_GO:0044818|-2.124|mitotic G2/M transition checkpoint,GRP11|19_GO:0034660|-3.883|ncRNA metabolic process,GRP11|19_GO:0034470|-3.327|ncRNA processing,GRP12|19_GO:0048545|-3.563|response to steroid hormone,GRP12|19_GO:0030522|-2.756|intracellular receptor signaling pathway,GRP12|19_GO:0071383|-2.127|cellular response to steroid hormone stimulus,GRP12|19_GO:0043401|-2.971|steroid hormone mediated signaling pathway,GRP13|19_GO:0051058|-2.041|negative regulation of small GTPase mediated signal transduction,GRP13|19_GO:0006929|-3.494|substrate-dependent cell migration,GRP14|19_GO:0006304|-2.263|DNA modification,GRP14|19_GO:0006284|-3.448|base-excision repair,GRP15|19_GO:0070918|-2.413|regulatory ncRNA processing,GRP15|19_GO:0035196|-2.782|miRNA processing,GRP15|19_GO:0010586|-2.410|miRNA metabolic process,GRP15|19_GO:1900368|-3.282|regulation of post-transcriptional gene silencing by regulatory ncRNA,GRP15|19_GO:0060964|-3.349|regulation of miRNA-mediated gene silencing,GRP15|19_GO:0060147|-3.217|regulation of post-transcriptional gene silencing,GRP15|19_GO:0060966|-3.155|regulation of gene silencing by regulatory ncRNA,GRP15|19_GO:0060149|-2.999|negative regulation of post-transcriptional gene silencing,GRP15|19_GO:0060965|-3.099|negative regulation of miRNA-mediated gene silencing,GRP15|19_GO:0060967|-2.999|negative regulation of gene silencing by regulatory ncRNA,GRP15|19_GO:1900369|-2.999|negative regulation of post-transcriptional gene silencing by regulatory ncRNA,GRP15|19_GO:0070920|-2.742|regulation of regulatory ncRNA processing,GRP15|19_GO:1903798|-2.821|regulation of miRNA processing,GRP16|19_GO:0006399|-2.033|tRNA metabolic process,GRP16|19_GO:0098781|-2.214|ncRNA transcription,GRP16|19_GO:0009304|-3.208|tRNA transcription,GRP16|19_GO:0042797|-3.328|tRNA transcription by RNA polymerase III,GRP17|19_GO:0120161|-2.752|regulation of cold-induced thermogenesis,GRP17|19_GO:0120163|-3.176|negative regulation of cold-induced thermogenesis,GRP18|19_GO:0050795|-3.121|regulation of behavior,GRP18|19_GO:0060259|-2.201|regulation of feeding behavior,GRP19|19_GO:0043065|-2.119|positive regulation of apoptotic process,GRP19|19_GO:0097190|-3.108|apoptotic signaling pathway,GRP20|19_GO:0035239|-2.221|tube morphogenesis,GRP20|19_GO:0001944|-2.509|vasculature development,GRP20|19_GO:0001568|-2.675|blood vessel development,GRP20|19_GO:0048514|-2.316|blood vessel morphogenesis,GRP20|19_GO:0007507|-3.090|heart development,GRP20|19_GO:0003007|-2.248|heart morphogenesis,_SORT_,_SORT_GRP1_,_SORT_GRP2_,_SORT_GRP3_,_SORT_GRP4_,_SORT_GRP5_,_SORT_GRP6_,_SORT_GRP7_,_SORT_GRP8_,_SORT_GRP9_,_SORT_GRP10_,_SORT_GRP11_,_SORT_GRP12_,_SORT_GRP13_,_SORT_GRP14_,_SORT_GRP15_,_SORT_GRP16_,_SORT_GRP17_,_SORT_GRP18_,_SORT_GRP19_,_SORT_GRP20_
92104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2710,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64091,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
57669,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,121,0,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,22
55835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0
53942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0
4017,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.1,0.1,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,5,0,0,2,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,7
